ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000481967686,DDR190314000983977871,34165897215,HH,Household,U,RD02,,778 Voting Acting Avenue,,,Robin Village,IY8 1EV,-96.9277,-176.1422,W27511815,N60308060,N68517548,W71508049,W70949494,4,3,HH_LF2R2E,,,
DDR190314000422710853,DDR190314000617664185,10194398976,HH,Household,U,RD02,,829 Favorites Formatting Lane,,,Functional Village,YX6 8WY,155.3652,-135.3862,W38415958,N82623740,W66693473,W50529717,E96470576,3,5,HH_LF2R2E,,,
DDR190314000987427445,DDR190314000560878326,41900990720,HH,Household,U,RD04,,120 Cnet Worldsex Way,,,Klein City,VX9 5PW,51.1009,-100.5121,E39203947,N67361043,E50677410,W72203985,N30320114,3,5,HH_LF2R2E,,,
DDR190314000960836989,DDR190314000735345315,59171825794,HH,Household,U,RD03,,218 Align Indeed Street,,,Struct City,YI8 3FM,26.6848,13.8407,E58237509,E65232867,N62385503,W10950870,W42588445,3,2,HH_LF2R2E,,,
DDR190314000211681284,DDR190314000213914420,51780903182,HH,Household,U,RD02,,849 Advisors Traffic Road,,,Beds Hamlet,NZ3 6ME,-24.9702,40.1805,E72944213,E55724684,N69586062,N79350794,N95805697,2,1,HH_LF2R2E,,,
DDR190314000968231347,DDR190314000319326274,31278880688,HH,Household,U,RD03,,658 Wallpaper Joyce Street,,,Maldives Hamlet,AG5 9FK,112.4127,22.6747,E75941378,E86843353,N47406099,N86853457,E95938204,2,3,HH_LF2R2E,,,
DDR190314000506835847,DDR190314000988534784,17436726469,HH,Household,U,RD05,,865 Platforms Weed Road,,,Stylish Village,JP6 6BD,-148.4174,-72.5996,N56637363,E39740524,W31449185,N26317579,W98461624,2,4,HH_LF2R2E,,,
DDR190314000547514120,DDR190314000593262124,68664080588,HH,Household,U,RD04,,234 Seem Acids Road,,,Bleeding City,LW8 2XK,158.1071,-54.3186,N46266941,N76699160,N12621462,N45930616,E75838511,1,2,HH_LF2R2E,,,
DDR190314000864571323,DDR190314000683745798,47122888631,HH,Household,U,RD02,,693 Regulated Submitted Way,,,True Village,MD1 3UL,83.1575,-102.7270,N71491205,E83824714,E84132389,E97819451,W21803954,2,1,HH_LF2R2E,,,
DDR190314000363486354,DDR190314000782416012,35920719617,HH,Household,U,RD06,,938 Criteria Titanium Lane,,,Catering Hamlet,NH2 3LM,12.5456,-130.4886,E27423188,E51525371,E62762692,E37280458,W98258343,1,5,HH_LF2R2E,,,
DDR190314000554326522,DDR190314000303211467,19378206524,HH,Household,U,RD04,,328 Southwest Cartoons Road,,,Marc Village,XU7 4FJ,141.5081,174.4760,N50701618,N61130317,N89721273,E75326061,W43898220,1,1,HH_LF2R2E,,,
DDR190314000878844345,DDR190314000410786166,89047740095,HH,Household,U,RD04,,960 Antonio Arcade Street,,,Shower Town,WE1 3FH,-71.4691,-49.9317,E86508965,E24297514,E23308169,N53462457,N33452396,4,4,HH_LF2R2E,,,
DDR190314000844410474,DDR190314000972869500,99395380395,HH,Household,U,RD02,,686 Spyware Devil Way,,,Katie Town,HM1 3HP,11.7505,18.7825,W76608596,W69074332,W43021469,N83903081,N85254128,3,4,HH_LF2R2E,,,
DDR190314000846928468,DDR190314000727443093,20299448214,HH,Household,U,RD06,,326 Dist Structural Street,,,Pose City,QE4 2DE,131.4654,-24.2840,N11252553,W50401662,W11497565,W39400523,N14240333,1,2,HH_LF2R2E,,,
DDR190314000998821682,DDR190314000972094755,61142987258,HH,Household,U,RD05,,723 Universe Boobs Avenue,,,Patent Town,YQ4 8YG,-75.1259,106.3582,W80484317,W68075430,N68326303,N25136847,E51030554,1,1,HH_LF2R2E,,,
DDR190314000885641564,DDR190314000201328829,93387589266,HH,Household,U,RD05,,767 Gossip Advanced Street,,,Wiley Hamlet,DI1 6CC,-77.9092,145.8101,N52938542,E53404788,W35773225,W26726062,N32421430,1,5,HH_LF2R2E,,,
DDR190314000493000299,DDR190314000857154335,75485078808,HH,Household,U,RD02,,131 Friend Extreme Passage,,,Dose Village,BF1 3DS,-12.7157,32.7138,E64084164,W59106354,E44275082,W10511895,E72616009,3,1,HH_LF2R2E,,,
DDR190314000512219208,DDR190314000724417487,21831023862,HH,Household,U,RD05,,873 Valid Chip Passage,,,Remembered Hamlet,LC3 9HV,-47.5212,-36.1810,E11845752,N25249606,E56687878,E68674628,W83210374,1,5,HH_LF2R2E,,,
DDR190314000957572393,DDR190314000888154524,14084070971,HH,Household,U,RD05,,193 Hentai Orchestra Road,,,Photo Hamlet,BI7 7ML,-55.1427,-37.5557,E91520075,E56935318,N21468812,N68454326,E97748258,3,5,HH_LF2R2E,,,
DDR190314000710557534,DDR190314000186538598,49326830753,HH,Household,U,RD05,,947 Scenario Secretary Alley,,,Miracle City,MS5 3QQ,101.1530,-82.6437,E34375793,N90297389,W32460033,W94640147,N36894085,2,1,HH_LF2R2E,,,
DDR190314000283742111,DDR190314000461960605,80356412766,HH,Household,U,RD04,,226 Heater Smooth Street,,,Tile City,YE6 1PN,-71.6352,-159.5922,N87603894,W36143793,W78278181,W21695248,W68141237,1,1,HH_LF2R2E,,,
DDR190314000498720372,DDR190314000443274800,75232635998,HH,Household,U,RD02,,858 Lexmark Status Street,,,Ministers Hamlet,DT9 6FZ,136.4480,-52.6223,W45088202,E18295493,E60314365,N78465963,N70726144,5,4,HH_LF2R2E,,,
DDR190314000461459386,DDR190314000115332538,55192406094,HH,Household,U,RD06,,297 Triangle Tigers Way,,,Favourite Village,DM9 6DK,138.6254,-29.1486,W33499007,E88015364,N44476145,N58075364,N51726139,3,5,HH_LF2R2E,,,
DDR190314000376908572,DDR190314000294800021,98748122326,HH,Household,U,RD05,,866 Prostores Meals Way,,,Film Hamlet,SR5 7PN,111.6151,97.9633,W49149531,N33682398,N58097644,N21044141,N86007102,5,5,HH_LF2R2E,,,
DDR190314000261493974,DDR190314000759934811,45230151448,HH,Household,U,RD02,,801 Basically Norton Lane,,,Arrivals Hamlet,IK4 1EU,2.2275,-134.9568,E77712466,N57947506,W53036285,W98170556,W87160810,2,3,HH_LF2R2E,,,
DDR190314000994183919,DDR190314000524290001,40902779355,HH,Household,U,RD04,,176 Muslim Offerings Way,,,Zope City,OB3 7XF,1.2040,75.8305,E54706229,W72677520,E67758584,N26690087,E66254966,5,1,HH_LF2R2E,,,
DDR190314000856755554,DDR190314000636976452,60114421890,HH,Household,U,RD06,,841 Aaron Lucia Road,,,Extremely Village,TD4 5KV,102.1362,116.2901,N82902788,E68453968,W54772822,W11054005,E99073301,4,4,HH_LF2R2E,,,
DDR190314000562823996,DDR190314000748103345,61687656146,HH,Household,U,RD02,,187 Mines Bailey Avenue,,,Printable Village,GH7 6PB,-26.5195,-49.2892,E19041296,W40420461,N21515004,W88556516,N24020933,1,3,HH_LF2R2E,,,
DDR190314000241291056,DDR190314000870996353,22078208447,HH,Household,U,RD05,,642 Seat Movie Passage,,,Everyone Town,MF3 8KY,-72.7519,-11.3664,E63320683,N59920932,E39236644,E52586601,N55165418,5,3,HH_LF2R2E,,,
DDR190314000600335766,DDR190314000502951340,15408200408,HH,Household,U,RD05,,661 Buffalo James Road,,,Resumes City,FK1 4WB,-134.4872,156.8417,W67562877,E68903126,N69776734,W56794790,W37217045,4,3,HH_LF2R2E,,,
DDR190314000102801291,DDR190314000142380129,43281406240,HH,Household,U,RD06,,963 Denial Regarded Way,,,Control Hamlet,NA3 2MV,-51.9565,-178.8997,N34412216,W80898482,E67692030,E98533229,W93107968,4,1,HH_LF2R2E,,,
DDR190314000336802131,DDR190314000750850857,93893845669,HH,Household,U,RD04,,994 Season Rugs Road,,,Permits City,UW5 3CR,75.2477,179.3257,N70655513,E18093639,E15744668,N67742299,W87377981,1,1,HH_LF2R2E,,,
DDR190314000581816480,DDR190314000883346376,17832579648,HH,Household,U,RD05,,601 Fucked Circuit Passage,,,Mechanisms Hamlet,VM2 2IW,-74.4791,-153.7861,E90190085,E66641958,E66099771,E84483037,E27200842,5,2,HH_LF2R2E,,,
DDR190314000763149178,DDR190314000771744564,57388671429,HH,Household,U,RD04,,594 Month Separate Street,,,Relief Village,NL5 5MN,-165.1831,67.2274,W79263393,N68888038,N95955186,E32954119,N23754235,5,2,HH_LF2R2E,,,
DDR190314000857244975,DDR190314000512029324,96897199870,HH,Household,U,RD03,,688 Framed Further Road,,,Polyester Hamlet,KY5 6PF,-123.5989,57.4514,N28206721,E96402958,W18436994,E31338990,W53021129,4,3,HH_LF2R2E,,,
DDR190314000208094431,DDR190314000226403652,98966043778,HH,Household,U,RD05,,943 Specialist Snow Road,,,Practitioners Village,WQ6 3CY,29.3951,-130.4580,E97370222,N48979482,N47597167,W73657497,N11705609,4,4,HH_LF2R2E,,,
DDR190314000549748671,DDR190314000717983973,70631193137,HH,Household,U,RD03,,45 Hindu Never Street,,,Contains Village,NF8 5NV,-171.3117,108.1593,N31385689,E11974986,E99830480,N36696501,W66677955,3,3,HH_LF2R2E,,,
DDR190314000308705697,DDR190314000863531835,68406344197,HH,Household,U,RD02,,429 Episodes Magnetic Alley,,,Mistakes Hamlet,HQ2 7BR,80.5284,104.1682,W38036912,W95487188,W75066857,W38705668,W52817324,3,3,HH_LF2R2E,,,
DDR190314000348374770,DDR190314000192369187,74932712933,HH,Household,U,RD04,,85 Resulting Parenting Passage,,,Australian City,EQ7 1ZK,44.9499,-122.3387,E90145757,W72459289,N85563248,N38264681,W51216936,4,5,HH_LF2R2E,,,
DDR190314000928891891,DDR190314000175669497,79980032054,HH,Household,U,RD03,,813 Janet Answer Street,,,Symphony Hamlet,QJ8 3YP,172.1875,149.2235,E92093215,N31372741,N36915199,N71041328,E38310725,1,3,HH_LF2R2E,,,
DDR190314000558628579,DDR190314000116636421,87792652013,HH,Household,U,RD02,,377 Lemon Extreme Passage,,,Draws City,RJ9 3KZ,36.4744,-135.9705,W43005955,W60057286,E59373020,N68096405,E50699321,2,1,HH_LF2R2E,,,
DDR190314000933778871,DDR190314000856819699,90725959856,HH,Household,U,RD02,,181 Alarm Labs Road,,,Browsers Town,YJ8 9NS,-12.8154,110.8947,W56552834,N54364237,W96262549,W70958827,E48919679,1,5,HH_LF2R2E,,,
DDR190314000771762397,DDR190314000560585260,91022280222,HH,Household,U,RD04,,760 Durham Wichita Passage,,,Failure Village,EU4 2UL,-90.1499,151.3388,E96349061,E58139829,N58889521,N59729386,W14934457,5,3,HH_LF2R2E,,,
DDR190314000999931817,DDR190314000518011518,10085410455,HH,Household,U,RD02,,372 Terminology Cement Alley,,,Establish City,GQ8 9LB,-84.6122,44.9542,N82904083,W95194090,W68823062,N77458473,N97249645,2,4,HH_LF2R2E,,,
DDR190314000527800068,DDR190314000638773646,73720887675,HH,Household,U,RD05,,356 Demanding Walnut Way,,,Chargers Hamlet,LC9 7LP,-149.5908,16.5025,N60961594,E39148514,W38568672,W21770993,N97547127,4,1,HH_LF2R2E,,,
DDR190314000670731716,DDR190314000406187916,84383445489,HH,Household,U,RD03,,426 Retirement Voting Avenue,,,Brunei City,SR1 6QA,137.8403,108.1893,N85253178,E69900794,W92424350,E96395500,E62960092,2,4,HH_LF2R2E,,,
DDR190314000688488173,DDR190314000600711109,33249718746,HH,Household,U,RD06,,871 Tank Orgasm Road,,,Investigations City,PW7 2EO,-87.4296,-10.9848,W84011472,W42381131,N80636073,N26530101,W68489725,4,1,HH_LF2R2E,,,
DDR190314000672737964,DDR190314000573321511,57070304461,HH,Household,U,RD02,,872 Norway Alternatively Lane,,,Rough Hamlet,OO5 8PQ,18.6585,-31.6474,E37248337,W11056486,W26803069,N97239837,W47848570,1,3,HH_LF2R2E,,,
DDR190314000557361492,DDR190314000280240095,95493012000,HH,Household,U,RD06,,764 Prevent Http Street,,,Performances Town,QP8 7NE,-16.8539,118.6891,N83996441,W60218716,W58011692,W58716834,N28983451,3,5,HH_LF2R2E,,,
DDR190314000128456225,DDR190314000122578608,79129850412,HH,Household,U,RD03,,634 Stake Belfast Lane,,,Slowly City,UR6 3QB,45.9007,179.9732,N37453738,N10966247,N15194664,E27430777,E54415406,2,1,HH_LF2R2E,,,
DDR190314000973222315,DDR190314000365615326,21500659894,HH,Household,U,RD04,,656 Billing Sick Passage,,,Lauren Town,IZ8 2FL,-100.7047,-32.2631,W41935426,W73009688,N88320529,W97759619,E13447382,5,5,HH_LF2R2E,,,
DDR190314000129242576,DDR190314000249403734,43925312978,HH,Household,U,RD06,,515 Guarantee Around Alley,,,Qatar City,EA6 8OG,-92.2092,30.1686,E24418690,E41639054,E60754144,W86542050,E95447574,3,3,HH_LF2R2E,,,
DDR190314000770086253,DDR190314000116083499,99192453208,HH,Household,U,RD03,,327 Gain Transactions Way,,,Corpus Town,AD9 4DL,-2.4589,-138.5885,E83855223,W57631689,W19294755,W70993147,E85542181,4,5,HH_LF2R2E,,,
DDR190314000514529814,DDR190314000484325985,34266955185,HH,Household,U,RD03,,293 Inspections Brass Lane,,,Operation Town,LP7 6DB,155.6189,-175.9076,E63845536,N55322766,W40031058,W73044628,E72754764,5,4,HH_LF2R2E,,,
DDR190314000530711654,DDR190314000585157305,81829390035,HH,Household,U,RD05,,859 Adventure Feeds Alley,,,Oldest City,MY6 8RA,-154.9299,-52.5991,N10858039,N80250965,W76926218,W44894885,E13294149,5,3,HH_LF2R2E,,,
DDR190314000349987875,DDR190314000749545094,51673842449,HH,Household,U,RD05,,837 Tract Housing Road,,,Tension Town,YD4 7ZU,-12.7595,-172.2025,E59644999,W45175260,N75568027,N97508353,W78684593,5,4,HH_LF2R2E,,,
DDR190314000569752977,DDR190314000301438491,73020706725,HH,Household,U,RD02,,602 Recognize Bloomberg Road,,,Hazards Town,MH5 2WY,75.6913,39.9871,N75621589,W42125226,N77173748,W83981434,N40112317,3,3,HH_LF2R2E,,,
DDR190314000931063095,DDR190314000614987151,10293425724,HH,Household,U,RD03,,43 Metabolism Illustration Lane,,,Prospect Hamlet,JY4 5QW,38.8042,167.2533,N10489805,N27455969,W31267552,E80073879,W59240169,2,5,HH_LF2R2E,,,
DDR190314000299761418,DDR190314000321311073,45219876713,HH,Household,U,RD06,,326 Together Mostly Alley,,,Hitachi Town,HO9 6XU,147.1047,105.2999,W89449265,E19943637,N24695062,N18488791,N30406293,5,5,HH_LF2R2E,,,
DDR190314000995642315,DDR190314000134979327,99900163173,HH,Household,U,RD02,,213 Flashers Msie Alley,,,Talking City,UW6 1DZ,-97.3853,-65.6599,W23383612,N66901846,N16010917,W70015614,W62880640,4,3,HH_LF2R2E,,,
DDR190314000999068287,DDR190314000211660471,52346412156,HH,Household,U,RD04,,373 Island Subsection Street,,,Rough Hamlet,FU7 1MR,138.1153,67.9043,N98271321,W41159680,E36296461,W36513166,N76688441,3,1,HH_LF2R2E,,,
DDR190314000318284756,DDR190314000836360932,17818841643,HH,Household,U,RD04,,879 Suppose Individuals Passage,,,Cumshot City,EB5 8KF,150.2304,86.1398,W25886341,W71790740,E61773765,W66378007,N58366001,4,3,HH_LF2R2E,,,
DDR190314000953183752,DDR190314000178191610,72054682496,HH,Household,U,RD02,,308 Intelligent Internal Passage,,,Ensure Hamlet,IO3 5FT,-113.1844,99.2500,E57876157,E62656111,W29987282,E67104286,W73167821,1,3,HH_LF2R2E,,,
DDR190314000760531257,DDR190314000510060188,24859712523,HH,Household,U,RD06,,568 Understand Increase Lane,,,Portable Town,ZM5 5KS,-119.5748,-7.2009,N92336524,W71817127,W62746105,N94308663,E86302696,3,4,HH_LF2R2E,,,
DDR190314000621344907,DDR190314000295419958,66302204759,HH,Household,U,RD05,,163 Enemy Duncan Street,,,Timely City,LO8 5TX,103.1888,-84.8216,W40486151,E23844780,W28330852,N68105917,E61316754,3,5,HH_LF2R2E,,,
DDR190314000855477318,DDR190314000190133934,26733062311,HH,Household,U,RD06,,226 Wanted Superior Passage,,,Hist Village,NQ4 4GG,-27.4064,-50.1778,E60656729,W79849061,E29458573,W71432201,N56629643,5,1,HH_LF2R2E,,,
DDR190314000344138527,DDR190314000573943728,65434134636,HH,Household,U,RD05,,689 Hints Jewelry Way,,,Continues City,KP5 3IZ,143.4873,-118.1462,N97045084,W33913337,W85706569,N81423083,N67056560,1,5,HH_LF2R2E,,,
DDR190314000624376388,DDR190314000717920618,66170470721,HH,Household,U,RD02,,705 Photographers Paintball Lane,,,Selected Hamlet,GB7 2VE,39.7287,-74.3841,W14883685,W60407267,W26600053,E29436952,E41139978,1,1,HH_LF2R2E,,,
DDR190314000416430196,DDR190314000824877679,85030402919,HH,Household,U,RD06,,10 Floyd Independence Way,,,Farms City,UN7 1OR,136.3269,157.2978,W94143993,W51745917,E25561746,E31911957,W51492607,2,2,HH_LF2R2E,,,
DDR190314000851767263,DDR190314000634032074,71467945542,HH,Household,U,RD02,,255 Learn Ordering Lane,,,Nine Town,GJ3 1AR,-147.2224,56.5830,N23340968,W30908528,W60271146,N36738205,E31568706,3,3,HH_LF2R2E,,,
DDR190314000354698758,DDR190314000354951902,61503939808,HH,Household,U,RD04,,91 Begin Difference Road,,,Immigrants Hamlet,IO5 9NF,38.2104,68.8370,E84722666,E31684789,W43649371,E98665821,W36494531,4,1,HH_LF2R2E,,,
DDR190314000992916660,DDR190314000525933009,54361738615,HH,Household,U,RD03,,541 Coach Looks Avenue,,,Updates Hamlet,PP3 8UE,152.9542,67.7366,N70006480,N56234087,W48736991,E35542286,E78275590,1,3,HH_LF2R2E,,,
DDR190314000829066071,DDR190314000724865980,66720657443,HH,Household,U,RD03,,416 Operate Homework Alley,,,Quebec Town,NV6 9SQ,162.2764,122.8374,W97983344,W11414748,E52133147,N43272457,E55680907,3,5,HH_LF2R2E,,,
DDR190314000549853952,DDR190314000122273853,57367965454,HH,Household,U,RD06,,591 Medicare Innovative Road,,,Conf Hamlet,GU1 1YB,35.3222,101.7262,N54090986,N60832953,E66116404,E53353630,N51078990,3,1,HH_LF2R2E,,,
DDR190314000218854940,DDR190314000553392443,85704335540,HH,Household,U,RD03,,867 Postings Gzip Passage,,,Williams Hamlet,ZL8 5RG,158.3193,159.1807,N75218803,E33434576,N27527789,W33680516,W24871757,2,2,HH_LF2R2E,,,
DDR190314000519802195,DDR190314000946756491,10377113293,HH,Household,U,RD05,,317 Julian Nuclear Avenue,,,Resistant Village,DB2 7MK,88.1013,153.1902,W37794572,W77300638,N41731777,W14457532,N41684329,2,2,HH_LF2R2E,,,
DDR190314000134750028,DDR190314000474307536,73136269599,HH,Household,U,RD02,,235 Achieved Gambling Way,,,Wire Village,XS7 6BF,-14.9672,91.7685,W66865016,E95091480,W87064999,E50739764,N54505893,5,4,HH_LF2R2E,,,
DDR190314000244782444,DDR190314000642248296,87781889754,HH,Household,U,RD02,,507 Chargers Seems Avenue,,,Induction Village,KF2 5FU,-138.7170,-94.3490,E36669172,N27357298,E53758983,E32756707,E51429039,2,1,HH_LF2R2E,,,
DDR190314000502262907,DDR190314000367895376,58232009562,HH,Household,U,RD06,,44 Uganda Ranking Lane,,,Sensitive Hamlet,MN3 5SJ,-141.9919,-51.5011,W65885366,N51950064,N20876438,W85880766,N95562590,3,4,HH_LF2R2E,,,
DDR190314000710260117,DDR190314000767611977,79131921470,HH,Household,U,RD03,,881 Hyundai Threatened Avenue,,,Volleyball Hamlet,WC7 6XM,145.7846,89.3399,N21270125,N59039367,W12863696,W29490466,N95113759,1,1,HH_LF2R2E,,,
DDR190314000310168063,DDR190314000847293579,73208060239,HH,Household,U,RD04,,25 Marvel Essentially Street,,,Implies Village,AG9 3LF,82.7806,-48.9958,N97792411,W36267604,N70571750,W21393194,N50685271,2,5,HH_LF2R2E,,,
DDR190314000317752818,DDR190314000562784418,33878546253,HH,Household,U,RD05,,545 Heroes Romance Alley,,,Church Town,MC3 8MD,118.1461,79.5685,N80199010,E62472899,W74698812,E13714893,E67877017,1,4,HH_LF2R2E,,,
DDR190314000510479845,DDR190314000251791308,16212083205,HH,Household,U,RD04,,816 Unified Strategic Alley,,,Urban Village,HN2 2BR,118.2709,38.1648,W93479621,W61062943,N45793667,N33952381,E97952411,3,5,HH_LF2R2E,,,
DDR190314000111256641,DDR190314000587836030,31955509432,HH,Household,U,RD03,,976 Complex Controls Street,,,Dude City,XO4 8VY,26.8273,108.7552,W96953024,N32279024,N55528469,N25549880,N36487880,4,2,HH_LF2R2E,,,
DDR190314000151964580,DDR190314000786504128,52985742771,HH,Household,U,RD05,,942 Skiing Ignored Alley,,,Reseller Hamlet,KG9 3XP,-81.3502,-24.8921,W22254445,E59951953,W64325975,W96750463,W37927884,4,2,HH_LF2R2E,,,
DDR190314000617252805,DDR190314000829033159,83668443277,HH,Household,U,RD04,,216 Promotes Overview Street,,,Formed Town,ZX1 2KX,175.4289,180.2206,E45028316,N88880637,N30847360,N99008893,W78538472,1,1,HH_LF2R2E,,,
DDR190314000410334014,DDR190314000651486532,60699140470,HH,Household,U,RD06,,176 Oops Knows Alley,,,Boot Hamlet,ZX9 4LV,95.2522,173.5893,W80084213,E79806692,E98212538,W37654239,E49738515,5,5,HH_LF2R2E,,,
DDR190314000812307610,DDR190314000902741025,93746382543,HH,Household,U,RD05,,691 Pmid Licking Street,,,Cape City,HY8 7AT,42.3914,-137.2921,E48511151,E10151171,W34961318,E70143629,N77792393,5,3,HH_LF2R2E,,,
DDR190314000408228116,DDR190314000667652836,39151391466,HH,Household,U,RD03,,208 Standard Portal Avenue,,,Snake Village,SM1 4GH,76.9840,164.2894,E41643542,N94627347,W54315678,W90383338,E52644830,3,2,HH_LF2R2E,,,
DDR190314000837248393,DDR190314000861737796,85535217686,HH,Household,U,RD05,,916 Functions Slow Lane,,,Packages Village,ON8 1AE,167.9246,-150.8810,E29764904,N58752679,N58819321,E23949214,E98524579,4,1,HH_LF2R2E,,,
DDR190314000174778217,DDR190314000800215561,77570518347,HH,Household,U,RD04,,186 Leather Aaron Avenue,,,Retired Hamlet,FC4 9OG,2.2653,-41.1189,E68024537,W40133603,W41266200,E24463106,W70921823,4,3,HH_LF2R2E,,,
DDR190314000491937847,DDR190314000256722917,84369310257,HH,Household,U,RD05,,834 Jumping Delight Street,,,Fairfield Village,DT6 6KS,-126.1669,-74.7130,N82167205,E58022302,N55268343,E19874747,E78645343,2,2,HH_LF2R2E,,,
DDR190314000408624647,DDR190314000334738564,38576624584,HH,Household,U,RD05,,164 Match Heated Alley,,,Diamonds Hamlet,AN7 7RN,147.2439,157.7387,W54668424,W65600960,E19749537,E80932456,W88862994,4,2,HH_LF2R2E,,,
DDR190314000569785466,DDR190314000298016494,22855177003,HH,Household,U,RD02,,269 Followed Visitors Passage,,,Destiny City,EM9 3QS,-24.5150,45.8103,N38428526,E52701301,E17512951,N16042797,E33290659,4,4,HH_LF2R2E,,,
DDR190314000333352379,DDR190314000417127810,89271736386,HH,Household,U,RD06,,447 Investigators Complexity Avenue,,,Robinson City,XH3 4WS,91.8648,27.9863,W18872167,W59980679,W74230277,E31522095,W42934519,2,5,HH_LF2R2W,,,
DDR190314000485271990,DDR190314000436248940,79939662791,HH,Household,U,RD05,,570 Slot Latinas Passage,,,Traditions Village,BK6 4JN,-67.4534,-44.8307,W95071448,E22017695,W45382771,W81066101,E67827151,2,1,HH_LF2R2W,,,
DDR190314000572534273,DDR190314000135146844,70239635512,HH,Household,U,RD04,,10 Backed Cambodia Alley,,,Mistakes Hamlet,CK3 1KE,-154.7687,77.8991,W69729343,W12772892,E23643668,E98505774,N30686884,1,1,HH_LF2R2W,,,
DDR190314000609134029,DDR190314000740845314,70152827382,HH,Household,U,RD03,,703 Boys Idle Way,,,Correctly Hamlet,WF1 9LX,143.1399,7.3859,N96509583,W14744042,E17866535,W23190274,W14379936,5,1,HH_LF2R2W,,,
DDR190314000473184602,DDR190314000807501984,32004841358,HH,Household,U,RD03,,46 Component Offices Alley,,,Vitamins Hamlet,KD8 3QR,-135.8058,-82.1385,W90965962,E77460398,N27523889,W45227172,N93281056,5,5,HH_LF2R2W,,,
DDR190314000414166021,DDR190314000676968648,77853885657,HH,Household,U,RD03,,978 Fairly Ethical Alley,,,Disappointed Village,TK1 6HO,-67.6734,148.7751,E64152711,W58388045,E23397888,E90239077,E38837271,4,4,HH_LF2R2W,,,
DDR190314000998600467,DDR190314000495554819,69937730964,HH,Household,U,RD05,,135 Stamps Zones Lane,,,Cocktail Village,TO2 2DH,176.6362,89.2650,E17203740,W26001860,N34968123,W14451761,N94951820,5,3,HH_LF2R2W,,,
DDR190314000217096185,DDR190314000276792722,30295623065,HH,Household,U,RD03,,840 Shoot Apollo Way,,,Booth Hamlet,EK8 6BD,-87.1476,-96.7403,N95916083,E96751642,E74715169,E30037349,E20087597,5,2,HH_LF2R2W,,,
DDR190314000875493654,DDR190314000446108511,79371230332,HH,Household,U,RD03,,534 Auditor Badly Road,,,Windows Hamlet,ER4 2SD,179.8464,21.8318,E75256249,W29228579,N74843493,E57533784,W83504453,3,5,HH_LF2R2W,,,
DDR190314000614551976,DDR190314000888045847,83430167887,HH,Household,U,RD04,,869 Angle Assists Street,,,Scanner Town,VV6 9AO,-128.7587,53.2625,E79829407,N88756830,W97457432,N87336497,N44326546,5,1,HH_LF2R2W,,,
DDR190314000381673023,DDR190314000122895575,14671467991,HH,Household,U,RD05,,595 Filme Subaru Way,,,Mentioned City,CL1 3JE,-18.9032,85.3255,E65780527,W68592449,W85250216,W39573175,W50632526,1,3,HH_LF2R2W,,,
DDR190314000407328574,DDR190314000517362805,83085832217,HH,Household,U,RD02,,403 Swap Evaluated Alley,,,Bird City,ND8 8CL,-59.8443,136.3142,W48148103,E11262419,W53018138,N34541651,W16610242,1,2,HH_LF2R2W,,,
DDR190314000905986077,DDR190314000761720046,47257725564,HH,Household,U,RD02,,879 Repairs Mardi Alley,,,Vacation Town,ZF8 9FJ,150.1896,153.5679,W43225891,W38521478,E70908176,E22031569,N11211230,1,5,HH_LF2R2W,,,
DDR190314000929087713,DDR190314000206574150,96549778092,HH,Household,U,RD05,,464 Milf Nervous Street,,,Capital Village,DC1 8RJ,3.3946,-7.7094,N87670068,N57838625,E57145800,E56117745,W16840392,4,1,HH_LF2R2W,,,
DDR190314000564152157,DDR190314000674586932,20466828864,HH,Household,U,RD02,,408 Gamecube Princeton Road,,,Adjusted Hamlet,UI9 5HZ,157.6600,-26.6214,E74333089,W34731053,E56115986,N92628272,W23030022,4,1,HH_LF2R2W,,,
DDR190314000695819964,DDR190314000923996695,74138786786,HH,Household,U,RD05,,755 Publishers Courts Passage,,,Memphis City,BQ9 4VZ,-10.3492,-34.6458,E26231216,N77084229,N53770023,W20609442,E32780362,3,4,HH_LF2R2W,,,
DDR190314000750497030,DDR190314000734561820,70963313614,HH,Household,U,RD05,,498 Entry Documentation Passage,,,Recognize Town,QC6 7VK,-108.6312,101.8695,W78933282,E94016445,N83621195,N52362144,W29268820,2,3,HH_LF2R2W,,,
DDR190314000387770014,DDR190314000579764970,16962059958,HH,Household,U,RD03,,349 Cooked Anthony Alley,,,Schedules Town,RG6 3ZX,-155.1727,-132.1126,W59267898,N28518106,W93932731,N43638128,N46501523,1,2,HH_LF2R2W,,,
DDR190314000761753095,DDR190314000590588803,76449368141,HH,Household,U,RD03,,633 Switched Thought Lane,,,Overview City,UG1 6YO,-39.4239,69.7843,E79272200,N45536806,N86931145,W30381889,E18872969,4,4,HH_LF2R2W,,,
